well_id,well_type,completion_date,porosity,permeability,net_pay,initial_pressure,reservoir_temperature,measured_depth,true_vertical_depth,wellbore_radius,skin_factor,tubing_diameter,choke_size,oil_api,gas_gravity,water_salinity,field_zone,initial_oil_rate,initial_gas_rate,initial_water_rate,decline_rate,b_factor,eur,x_coordinate,y_coordinate
WELL_011,Injector,2020-05-06,0.27287117544311884,12.956959169044548,31.979577261283623,3819.8595632293213,165.61487855359832,10158.405525006332,8705.12195995656,0.328,0.18828688254641401,4.5,20,37.57523843153024,0.9582185192523777,37854.45255346583,West,60695.37004644451,156842.80814436148,188.4283217797416,0.415985144685198,0.23590180343581613,46702.56382533653,6720.261352951994,3281.5266747473192
WELL_012,Producer,2020-07-08,0.3200174044553052,27.757670834146403,12.098273030482785,3358.42044026317,196.3342589545105,8577.136022914556,6722.255222070694,0.328,-0.14591112777990467,2.875,64,38.39798874467338,0.8411228765913971,44217.068791602665,East,22458.279126078956,165840.44831089885,445.44598337636046,0.22525815820399836,0.43963377663078107,115018.32250582767,808.7296661719768,4283.144749401078
WELL_013,Producer,2020-05-08,0.2032876454424816,8.319346550848948,27.54213625949695,3016.331807847643,194.1807253513135,10019.68822644745,8177.296265460409,0.328,6.95405295943847,3.5,40,27.40315017022993,0.6112612741706999,41334.55574593311,North,13891.530453182957,142024.06750418645,176.0700928456189,0.17824709648056802,0.6048373022086825,104882.68031302055,4646.738129396114,6497.736826427634
WELL_014,Producer,2020-09-02,0.2748398127220702,7.184648636459991,26.04592461828873,3932.3819867198345,158.4620677323084,9895.796502585952,7810.233061019587,0.328,-0.9445259531438528,4.5,20,37.31051737131635,0.6555841667992015,33073.4320156912,East,39792.78996709097,558922.1708774741,119.74732702543898,0.39336125302080094,1.266831318467142,191650.05419716373,6259.3967010157285,8204.26843771268
WELL_015,Producer,2020-02-12,0.23404959338675163,5.77051064275627,23.335021997141798,3352.09971960235,171.15952864583682,9519.52251642523,8157.015485965047,0.328,-0.07872878578196263,2.875,24,36.81006955971235,0.6965051307228579,31851.495713674434,South,49344.12084493384,936963.5754138366,78.67698362739836,0.3227773725774254,1.1511420818895324,121271.82272929483,5805.440123439098,8671.166072097221
WELL_016,Producer,2020-09-24,0.19261382585203357,78.52615319383195,21.48385699620578,3377.6253941686114,183.924345839587,8514.57581088787,8730.93408397408,0.328,0.4304357192386705,4.5,24,39.74571493890499,0.6759333081990754,34349.284728161576,West,8360.888035505432,16588.730492637278,352.25522498449345,0.21381836850726868,1.4300529057461975,903981.4782393301,7812.960504712026,1134.64602017448
WELL_017,Injector,2020-07-04,0.2237902279096863,5.405440498933668,32.80095786734201,3455.8827855493582,167.61754204811234,8114.336990016408,8212.931454275624,0.328,0.3088263415880752,2.875,40,33.70791132091282,0.7446785856112802,32472.788631040683,East,8264.642862173778,167866.55621098343,225.5653825424753,0.17545131422555757,1.4826314520515282,51099.629557531356,8127.995672575025,9472.485773838587
WELL_018,Injector,2020-05-11,0.14962681128117222,59.84779953072339,17.36487897141604,2798.1210309069806,174.72694802069324,7276.790239311915,8631.958186574511,0.328,-0.17300138604129822,2.875,40,25.621106807180286,0.7654997767748609,25425.46315195239,West,67648.52072538716,453361.7995298932,256.96203105477525,0.2624611738571112,0.571425712166419,174747.68367078368,8685.991281894603,2235.9583851945263
WELL_019,Injector,2020-02-13,0.22228039199627975,19.433832517658477,22.860794896932966,3468.8476647710004,192.65361034170516,7220.414226112038,7098.1865574724,0.328,-0.9013331638029001,2.875,40,30.51381834319347,0.7720663965800665,36834.54708548487,South,28933.855993075525,1410701.4565395885,134.0799079651996,0.2332143548943398,0.44455750764088975,29758.896865014387,5836.561118508721,777.3463696498484
WELL_020,Injector,2020-07-10,0.19371224891596195,6.726990635203131,24.604163577734415,3306.403337240754,155.99083486458548,6682.510187420515,8479.659669163419,0.328,1.6316337525274558,2.875,64,38.244466206267745,0.6613640073534055,40185.79232472312,North,23069.837176823305,195238.72660812293,232.83355805875718,0.2642672569893065,1.4608887171589842,67651.39844465847,8421.189231357086,8383.287047111378
WELL_021,Producer,2020-04-08,0.23093415461380704,6.8124319410633785,38.110879890991626,3567.5706058416813,182.4964430370474,9469.066757926515,8724.152383085535,0.328,4.438569392714297,4.5,16,31.30190615285324,0.5980602177333032,30757.396503060434,West,11570.038680634163,432374.4099009604,114.46442168598153,0.33543847213736877,0.6656115334426926,212320.28875914132,5203.077009037933,7723.183917356393
WELL_022,Producer,2020-09-24,0.18257567317217233,6.197150974811316,45.31406232968715,3919.0380736310726,174.15134413485333,9879.547694599698,8325.211712690947,0.328,2.7003973894407287,3.5,48,39.01326127803715,0.778846277057864,41369.966952944094,East,49712.96454903156,219277.43250322453,221.99443246709717,0.38509590382234293,0.7155056170176513,28661.422606319193,6220.867002278735,8623.637087467452
WELL_023,Injector,2020-05-17,0.21926408706825318,31.6800300544934,22.74891914759131,3000.5920411414977,179.9070129048919,8983.743192502692,8922.677684798022,0.328,-2.323587281487996,4.5,24,24.125587486734513,0.8125714020767376,26179.36550349959,West,81233.34759653192,101392.43431773446,256.3187354678022,0.25370018499715896,1.3658249328778154,842453.7865100972,1723.1987120162985,1922.8901880867077
WELL_024,Producer,2020-01-05,0.20403199962331708,2.6212482775344657,14.587173394064001,3515.2527707408467,172.6703987191788,5924.97188818007,8312.941250791495,0.328,-1.6554689238597566,3.5,16,29.19837487365347,0.8071402373595921,34013.89164573238,West,22366.235261302692,205043.94466258617,273.05369013665944,0.2053563058069132,0.4721541203377234,298345.1056345361,3704.72102791382,4845.229851910213
WELL_025,Producer,2020-03-18,0.3022483856750642,9.035459247061791,29.61245570444613,3593.375046363061,226.18321212682858,9843.489893721493,7672.0824085192335,0.328,-0.8666213218012773,4.5,24,30.947470765103905,0.5776366492970343,34065.47438719796,North,23551.327895818733,70217.3385546939,222.7232177367083,0.25287805928347806,0.816160923859723,476622.02459494444,4795.821017542502,5841.994847141693
WELL_026,Producer,2020-04-20,0.15461714659081213,7.180683182874597,37.65630546371024,3383.5792430607758,169.97397047545098,10174.878323114277,6490.350709988102,0.328,-3.7413327408050687,2.875,48,39.70642289030238,0.5381145940944687,37814.84618345286,South,14935.524656474865,89382.6298890374,363.93875457581373,0.17636628736204316,1.2476243527634865,157464.17570513062,556.5348935697534,8423.140352981816
WELL_027,Producer,2020-01-31,0.23352284128899195,11.469763003800077,23.088415625068723,3227.7309013875206,171.348430041475,9406.469470990907,8300.91718762438,0.328,-0.9326657343956531,2.875,20,45.21660244841153,0.7795689724349849,39665.06070194175,South,13303.49755110816,408489.2530207797,133.6458016401701,0.308952006954335,1.1193991243377779,137203.69020829492,5061.03956359347,9320.143422569341
WELL_028,Producer,2020-09-15,0.2269253981194221,10.193378206103464,21.740318898917877,3319.4093963310847,191.4037664195304,9827.594925794132,8571.638149301336,0.328,-0.17001724735370172,4.5,24,47.169240392012085,0.6961657701744433,33984.773069785035,South,15636.709566719235,815678.344612486,155.77024225504059,0.4279348270769134,1.1380755159766602,60266.25374278632,480.9464396408769,7815.1448175141495
WELL_029,Producer,2020-08-16,0.1956196887963753,7.249483135111535,28.155617139026376,3373.704655753921,184.3466228534462,10990.480958374526,8671.124703431693,0.328,1.0219294034964765,2.875,20,33.74938699462744,0.754084194652984,31617.934897579806,South,4108.88203642863,38050.66758901538,427.5138570704243,0.32324588127183773,0.6619711873639147,281944.4747360373,666.1911239081697,2290.2539092479633
WELL_030,Producer,2020-07-16,0.10302034987425568,14.853466259286302,29.551493395757134,3237.5579858765896,173.9944069024867,9111.253739603328,9047.327055231724,0.328,4.897766023878771,2.875,48,35.41027435576399,0.7162522792312085,40049.4748052483,East,81878.13284455382,337520.9505324038,168.81808686696797,0.3963771914016039,0.3438212580417694,315941.05730923655,8464.522917345183,1274.8866233198241
WELL_031,Producer,2020-06-05,0.16906902759477563,433.3025933256374,36.31401010089931,3357.9233657068676,180.40897057228318,8337.879630502075,9506.163973397712,0.328,3.5510471903538807,4.5,40,29.111072292538232,0.5955790730244873,26602.703589991048,East,15079.925861362188,306119.30177601543,114.41595881468872,0.3017666036653398,0.9948905060650423,177640.27112820884,6966.508238768923,9224.993811772956
WELL_032,Producer,2020-04-15,0.2562883311949346,5.911044993470142,35.41479334528076,3311.774334686757,172.5691613560313,9002.607296642183,7410.711808272507,0.328,-1.70483318061224,4.5,64,29.503220875839556,0.6029530538948358,34332.99571054228,North,40060.36976923634,147771.90474699903,127.09875757821027,0.2743513752610883,1.3225735827968441,198170.4793085893,9229.602317984849,4657.001223188132
WELL_033,Producer,2020-12-12,0.14486174911846983,8.909497139556349,15.99664793802489,3455.288999981141,179.90019818053145,6917.025945757666,8604.439110110865,0.328,1.5283583199066468,2.875,40,44.244780474726724,0.7401252023638206,33655.556547225846,West,10096.554025262842,83788.62022632922,216.37872023741537,0.2398787735299431,0.6029180041491942,54711.93294447143,7997.820220742694,3493.86999049333
WELL_034,Producer,2020-10-31,0.1244373160052988,11.712961811618598,20.652601830929882,3286.146265196851,181.59645341537845,8194.027339094973,9303.992988582688,0.328,-5.0,3.5,48,40.45753425961231,0.5557977307780051,36018.508990694245,North,15537.239319427747,204953.3357322458,132.7219150231254,0.4192291229456653,0.8845520066570819,340206.4011746901,8007.497714861211,9789.314356159612
WELL_035,Producer,2020-12-14,0.28111016731039684,0.8965615997642659,18.835822313327178,3312.791211907837,218.57058539533173,8678.806440280388,8612.560596363064,0.328,-3.642075307823534,4.5,16,43.58328888227362,0.6852774545489015,41249.02659705608,West,34249.58941501382,913348.7536628818,121.3938733655639,0.21149528862474629,0.5810920493393172,42795.004708715715,8926.717110769749,8174.435617384409
WELL_036,Producer,2020-08-21,0.30823434671313593,7.0271820772565174,33.70832222098036,3855.5630874532667,169.9494120966698,9639.659296715125,7439.0125207441015,0.328,0.9349030170598274,3.5,24,36.28736617291329,0.6591382118929632,35751.50880730939,North,151441.2694746867,26385.025068420222,310.2738557366623,0.2707650130790942,0.48343003974231247,379154.83895397274,6450.541677693294,4217.0393455328185
WELL_037,Producer,2020-01-29,0.19301201598453194,4.787624356977659,26.56676204078145,3206.4881667154905,186.12379133571707,6456.899674914592,8829.155637325644,0.328,3.417792447239129,4.5,40,43.102667225829386,0.7756395708208912,29981.210542183147,North,36805.67402206761,188932.11460668882,355.71080116686124,0.3812734131192812,0.7486468774158935,219098.14616016386,1843.7092067896322,903.3696057760787
WELL_038,Producer,2020-01-29,0.21408010497268853,1.9565480273021576,18.612487620663572,3902.3935759100405,166.74333316703598,9188.76035104201,6046.426282091313,0.328,8.243943970295426,3.5,48,33.47723180756371,0.5813313775855029,38501.54939704495,West,9132.581523651044,274837.88691194233,226.01129396784518,0.4365708938170437,0.40107378314820713,196053.15223694165,6233.325509049907,4742.373087003696
WELL_039,Producer,2020-10-22,0.21825057547515192,101.9987708541967,19.98426353769786,4043.7345673990785,190.61627903183214,7825.039868926879,8432.407739055521,0.328,4.917663348880189,3.5,48,26.1856653556448,0.7415308162093135,28403.260554312972,South,20418.038121507198,683773.2980916402,283.469120433325,0.3672309987819416,1.028401053726333,481121.99168515665,515.9580665871,6699.174645500392
WELL_040,Producer,2020-01-16,0.2714321315151533,32.530616159199866,26.070781233968,3633.9919194551258,176.80091436051313,9854.88332504217,7719.584226291007,0.328,0.6036494527878397,3.5,64,39.43258706284527,0.6576896621552787,32688.623556474788,East,12339.371774235347,2194046.1433346095,209.01667255171702,0.2823096485244485,0.725831084586406,366096.71600106254,5724.277594334657,8039.7697940089765
WELL_041,Producer,2020-07-28,0.08763735600512457,29.237476260699857,23.255168813008456,3798.7572586155484,183.84242187650736,8476.142067653362,8440.903849409236,0.328,1.4842598867847263,4.5,64,47.98852321617192,0.5979703244743979,31611.454971874777,South,7245.778383480261,63722.88370439231,83.36975494045207,0.37127469047666745,0.5104102894987931,127990.53687812442,2872.3899165408175,2963.081204559901
WELL_042,Producer,2020-06-01,0.17976065416698375,21.159521903019378,23.00214973739892,3213.96224870843,175.87314020479388,9175.694648767085,6267.472658082679,0.328,4.494628273127848,3.5,16,36.038063441140324,0.6422320346077341,35271.59443227118,West,27954.45765303976,362839.65365479037,232.10025569718226,0.21920094351532762,0.42948644160716076,1160359.132243173,2204.8620907017535,1864.382621442545
WELL_043,Producer,2020-09-18,0.24576364264933828,51.06086512956908,25.7723621083102,3050.0489266029367,189.47169440300905,11444.610608974852,7908.668831067351,0.328,-3.1263029175387382,3.5,48,46.17837343492237,0.5967249213763683,23771.66400503082,East,12118.31515460867,377964.12444185524,345.2918218565508,0.3152572111827418,0.3130827878848332,40181.51777452762,2597.5378376032622,7234.201136885849
WELL_044,Producer,2020-02-06,0.15713298497855777,28.042276235164074,16.513385633327232,2455.757351371975,166.94665136784732,9946.753693543405,8143.135051016874,0.328,5.97162441136164,4.5,40,29.340919289336522,0.6967142548260772,33203.539546064705,East,18079.534359434656,378957.28086439427,175.82098151618138,0.25020266362357135,0.5102970406913228,131280.44996640863,9300.903505097387,1058.34093828584
WELL_045,Producer,2020-07-06,0.2116440959841573,14.527689131163354,34.65207173206686,3254.919298703829,185.53009963309353,8027.993425207167,7828.744822934817,0.328,5.835355587821896,4.5,20,39.08876347938025,0.5308485552280555,35123.21049214292,East,26295.026780579174,205006.5919795789,220.8415629691017,0.2350028844796745,0.22395603435968273,420462.2287605614,3921.512114451966,1794.973234238334
WELL_046,Producer,2020-10-04,0.20818235830378204,15.039122852876638,28.268098787019408,3444.0882816910726,173.9300126503943,8064.4512652375515,7974.639269367828,0.328,-3.429876702942118,3.5,24,39.82507480531615,0.6030761529182925,44554.02294229392,East,32821.924449717175,160670.50098500686,188.11733481329753,0.381122225342338,1.0882839895884568,31946.177337520356,4459.027063767483,2736.266662816659
WELL_047,Injector,2020-04-08,0.15850653108795926,9.842518409226042,30.189090677767688,3796.1926697769877,196.8277978414027,10072.652589630656,7577.587221544434,0.328,-1.4408758862003177,2.875,64,44.23318498023833,0.5643932186939078,27372.374145376307,East,14067.799342361433,100156.23898700751,111.82258894588158,0.3673268017842351,1.1695881156402537,215994.9319493309,7149.240402022477,5627.502863433827
WELL_048,Producer,2020-01-27,0.20560238890485968,18.380134151068,28.654025753230272,3670.930184069661,186.71562840025973,9271.267311841053,9129.152530132431,0.328,2.5895635091044102,3.5,64,38.54501878794256,0.5675425997758782,34751.167451754576,North,7818.670136860553,397395.5262435955,95.50701512965398,0.19824764072345702,1.0469753068429442,209638.70139389817,3259.2546395207487,5902.639388856224
WELL_049,Producer,2020-03-04,0.20615505801018108,11.816928763577804,23.615720970424658,3293.5520929699182,217.0841919340899,7904.960586391258,8823.52152246566,0.328,-1.280886838190185,2.875,32,30.165119284353935,0.6461830915086416,34981.98730454716,South,9686.403059030094,150265.47070624493,113.22075411402979,0.38274142073788686,1.4236087555021024,171099.7821418103,8825.334858196,825.0853444042127
WELL_050,Producer,2020-06-02,0.18097629968373283,3.662170440308066,22.75119765691236,4039.3059580548565,189.61264291900514,7814.585212260644,8372.58278135616,0.328,6.198066309758007,3.5,16,39.62316841456384,0.7949584099307897,36789.62864345884,West,27506.251696689367,371554.7711787115,260.24371696979335,0.2953195342722122,1.059066153789026,463420.1206770608,5530.014525919584,5974.758626319301
